CLASS_YR,GENDER,MAJOR,current_donor_status,DNR_GIVING,DNR_TOTAL_YEARS,first_gift,last_gift,last_gift_amount,last_gift_for,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4_1,Q5_1,Q6_1,Q7_1,Q8_1,Q9_1,Q10_1,Q11_1,Q12_1,Q13,Q14_1_1,Q14_2_1,Q14_3_1,Q14_4_1,Q14_5_1,Q14_6_1,Q14_7_1,Q14_8_1,Q14_9_1,Q14_10_1,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_8,Q16_9,Q16_10,Q16_11,Q17,Q2_1,Q2_2,Q2_3,Q2_5,Q2_7,Q2_8,Q2_10,Q2_11,Q2_13,Q2_14,Q1 - Topics
2013,F,American Studies,Sybunt,28,2,4/23/2013,8/15/2013,11,"Wesleyan Fund - Financial Aid, Wesleyan Fund - Students with the Greatest Financial Need",1/11/2018 23:04,1/11/2018 23:15,IP Address,158.222.221.69,100,649,TRUE,1/11/2018 23:15,R_2SB2nclXQzE5Mxu,40.82910156,-73.94909668,email,EN,5,2,10,4,7,9,8,8,2,2,1,3,5,6,8,9,11,12,14,15,5,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Once,More than once,More than once,More than once,More than once,Never,More than once,More than once,Never,
2015,F,East Asian Studies,Sybunt,25,2,5/21/2015,6/26/2016,5,Wesleyan Fund - Financial Aid,1/11/2018 23:15,1/11/2018 23:22,IP Address,71.47.2.128,100,399,TRUE,1/11/2018 23:22,R_3FKWqMBVXFaIFHM,28.58830261,-81.24389648,email,EN,6,5,7,4,4,7,5,6,4,4,1,3,4,6,7,9,10,12,13,15,5,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Reject,5,More than once,Often,More than once,More than once,Once,Once,More than once,More than once,More than once,More than once,
2018,F,American Studies,Never,0,0,NA,NA,NA,NA,1/11/2018 23:22,1/11/2018 23:33,IP Address,24.60.17.161,100,637,TRUE,1/11/2018 23:33,R_oZ85HdbepLMo7aV,41.54969788,-72.65309906,email,EN,3,1,5,2,2,3,3,4,1,3,2,4,6,8,10,12,14,16,18,20,1,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,2,Often,Once,Very often,More than once,Often,Very often,Once,Very often,Often,Very often,
2018,F,Astronomy,Never,0,0,NA,NA,NA,NA,1/11/2018 23:24,1/11/2018 23:33,IP Address,216.149.208.10,100,543,TRUE,1/11/2018 23:33,R_27r25VwlmawCNZg,38.87489319,-77.03250122,email,EN,5,3,10,4,7,9,8,8,2,5,0,1,1,2,5,6,7,8,9,10,5,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,More than once,Never,Very often,Very often,Very often,Once,Often,Never,
2014,F,History,Sybunt,10,1,5/27/2014,5/27/2014,10,Wesleyan Fund - Financial Aid,1/11/2018 23:17,1/11/2018 23:35,IP Address,104.232.117.5,100,1041,TRUE,1/11/2018 23:35,R_30cWEkkEjzlPYsV,47.61450195,-122.3479996,email,EN,5,3,10,4,7,9,8,8,2,3,0,0,1,3,5,7,9,11,13,15,5,Reject,Reject,Reject,Reject,Reject,Accept,Reject,Reject,Reject,Reject,Reject,10,Very often,More than once,More than once,Very often,Very often,Very often,Once,Very often,Often,Often,
2017,F,History,Sybunt,5,1,2/27/2015,2/27/2015,5,Wesleyan Fund - Financial Aid,1/11/2018 23:25,1/11/2018 23:41,IP Address,68.105.252.13,100,988,TRUE,1/11/2018 23:41,R_RleV03jYxVmRfhL,32.71910095,-117.1607056,email,EN,5,2,10,4,8,10,8,0,10,6,0,0,1,3,5,7,9,11,13,15,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Often,More than once,Very often,Often,Very often,Often,Very often,Often,More than once,
2017,F,Studio Arts,Donor,25,2,6/29/2017,12/1/2017,20,Wesleyan Fund - Financial Aid,1/12/2018 0:49,1/12/2018 0:58,IP Address,72.225.204.227,100,502,TRUE,1/12/2018 0:58,R_2rD4ZLImStB7Zis,40.81159973,-73.95300293,email,EN,7,5,4,8,6,10,7,6,4,4,1,4,4,8,9,9,9,11,12,13,3,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,4,More than once,Once,Once,Often,More than once,Very often,More than once,Very often,Very often,Very often,
2017,M,Mathematics,Never,0,0,NA,NA,NA,NA,1/12/2018 1:15,1/12/2018 1:24,IP Address,24.44.148.194,100,525,TRUE,1/12/2018 1:24,R_ePYy1oGmat2L4bv,40.70350647,-73.92350006,email,EN,0,10,0,0,0,10,0,0,10,0,1,2,3,4,5,6,7,8,9,10,0,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Reject,Reject,Reject,10,Very often,Never,Never,More than once,Often,Very often,Never,Very often,More than once,Very often,
2014,M,Philosophy,Never,0,0,NA,NA,NA,NA,1/12/2018 1:34,1/12/2018 1:42,IP Address,126.174.9.212,100,474,TRUE,1/12/2018 1:42,R_T2iAB8TIQyOFgTT,35.68499756,139.7514038,email,EN,5,3,10,4,8,10,8,8,2,10,1,2,3,4,5,7,9,11,13,15,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Often,Never,Very often,Often,More than once,Very often,More than once,Often,Often,Often,
2016,M,Economics,Sybunt,10,1,12/1/2015,12/1/2015,10,Coach's Fund - Men's Baseball,1/12/2018 3:15,1/12/2018 3:26,IP Address,173.68.49.82,100,659,TRUE,1/12/2018 3:26,R_3DkkWZTfqFkWZQJ,40.74490356,-73.97820282,email,EN,6,3,9,6,6,10,6,7,3,5,1,2,3,4,6,7,8,9,10,12,6,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,6,More than once,More than once,More than once,Very often,Very often,Very often,Very often,Very often,Very often,Often,
2013,F,History,Sybunt,23,3,6/27/2013,12/2/2014,10,Wesleyan Fund - Library Resources,1/12/2018 4:39,1/12/2018 4:46,IP Address,83.79.101.106,100,425,TRUE,1/12/2018 4:46,R_1oj21c7jo9XiSH5,46.20219421,6.145706177,email,EN,4,2,9,6,7,8,7,7,1,3,2,4,5,7,8,10,11,13,14,16,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,8,Often,Never,More than once,More than once,Often,Very often,Often,Very often,Very often,Never,
2013,M,Music,Never,0,0,NA,NA,NA,NA,1/12/2018 5:59,1/12/2018 6:07,IP Address,24.205.34.29,100,496,TRUE,1/12/2018 6:07,R_1n14tgOhuqzUCra,34.19729614,-118.2494049,email,EN,5,1,5,3,3,7,6,3,2,5,1,3,4,5,7,8,10,11,13,14,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,More than once,More than once,More than once,More than once,More than once,Once,More than once,More than once,More than once,
2018,M,College of East Asian Studies,Never,0,0,NA,NA,NA,NA,1/12/2018 6:03,1/12/2018 6:17,IP Address,219.79.213.76,100,828,TRUE,1/12/2018 6:17,R_2zTkQWYN5f249Ir,22.29100037,114.1499939,email,EN,7,5,8,6,5,8,6,5,5,5,0,0,0,5,7,9,10,12,13,15,5,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,5,Often,More than once,More than once,More than once,More than once,Often,Never,Often,More than once,More than once,
2014,F,Psychology,Donor,35,5,5/15/2014,11/19/2017,10,Wesleyan Fund - Financial Aid,1/12/2018 7:01,1/12/2018 7:09,IP Address,91.226.8.73,100,472,TRUE,1/12/2018 7:09,R_cPcSnrkzKhdv6LL,43.29690552,17.01780701,email,EN,5,2,9,3,7,8,7,7,1,4,1,3,4,6,7,9,10,12,13,15,1,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Once,Often,More than once,More than once,Often,Once,Very often,Once,More than once,
2014,M,East Asian Studies,Lybunt,27,4,12/4/2013,6/15/2017,5,Wesleyan Fund,1/12/2018 7:03,1/12/2018 7:10,IP Address,2.26.114.50,100,389,TRUE,1/12/2018 7:10,R_3m4drps1aKr42SK,51.54600525,-0.075805664,email,EN,10,7,0,8,0,10,3,0,10,10,1,3,5,6,7,9,11,12,13,15,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,Often,Very often,More than once,Very often,Never,Often,Very often,More than once,
2013,F,Sociology,Lybunt,12,2,6/27/2013,4/7/2017,10,Wesleyan Fund - Financial Aid,1/12/2018 7:13,1/12/2018 7:20,IP Address,108.46.103.180,100,463,TRUE,1/12/2018 7:20,R_3CQqeCPMLkcxylx,40.66140747,-73.95829773,email,EN,7,6,5,5,5,10,6,5,3,6,1,2,3,5,6,7,9,10,11,14,4,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,5,More than once,More than once,More than once,More than once,More than once,Often,Never,Once,More than once,Never,
2018,M,Molecular Biology And Biochemistry,Never,0,0,NA,NA,NA,NA,1/12/2018 8:07,1/12/2018 8:14,IP Address,211.219.100.24,100,433,TRUE,1/12/2018 8:14,R_1IFNVFngNZ5hoV0,37.37669373,126.430603,email,EN,10,5,5,7,5,7,5,5,5,5,1,2,3,4,5,6,7,8,9,10,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,5,Often,Often,More than once,Often,Often,Very often,Often,Often,Often,Often,
2015,F,Psychology,Lybunt,30,2,11/29/2015,3/12/2017,10,Coach's Fund - Women's Lacrosse,1/12/2018 8:09,1/12/2018 8:18,IP Address,24.60.200.205,100,521,TRUE,1/12/2018 8:18,R_2Yup5WjEZ9e5WUs,42.38000488,-71.13289642,email,EN,6,3,6,4,3,7,3,3,2,3,1,3,5,5,6,7,9,10,12,12,2,Reject,Accept,Accept,Accept,Accept,Accept,Reject,Reject,Reject,Reject,Reject,3,Very often,Often,More than once,Often,Often,Very often,Once,Very often,Often,More than once,
2015,M,Classical Civilization,Lybunt,5,1,6/30/2017,6/30/2017,5,Wesleyan Fund - Faculty,1/11/2018 18:08,1/12/2018 8:18,IP Address,107.77.225.58,100,50970,TRUE,1/12/2018 8:18,R_1P4LUQKAQQt4mL7,40.84240723,-73.85559845,email,EN,5,4,8,4,5,8,6,6,2,2,0,1,4,6,7,9,10,12,13,15,5,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,8,Often,More than once,More than once,More than once,More than once,Often,Once,Often,Often,Often,
2014,F,Classics,Never,0,0,NA,NA,NA,NA,1/12/2018 8:11,1/12/2018 8:29,IP Address,94.134.197.244,100,1065,TRUE,1/12/2018 8:29,R_Okwv5kiIuLd5Vdf,52.53050232,13.40530396,email,EN,15,10,0,12,0,11,4,0,10,7,0,0,1,3,5,7,9,11,13,15,5,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,7,More than once,Never,Often,More than once,More than once,Very often,More than once,Often,Often,More than once,
2017,F,College Of Social Studies,Donor,65,2,12/8/2016,11/28/2017,50,Coach's Fund - Women's Lacrosse,1/12/2018 8:34,1/12/2018 8:48,IP Address,73.16.168.204,100,841,TRUE,1/12/2018 8:48,R_1fl7uZTe3oHxRPN,42.37309265,-71.0161972,email,EN,5,2,10,4,7,9,8,8,2,3,1,1,3,4,6,9,9,10,13,15,4,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,More than once,More than once,Often,Often,Often,Never,Often,Often,Often,
2013,F,Environmental Studies,Sybunt,33,2,6/27/2013,8/15/2013,13,Wesleyan Fund - Financial Aid,1/12/2018 9:05,1/12/2018 9:11,IP Address,156.33.241.31,100,398,TRUE,1/12/2018 9:11,R_2areT6lvzLa9l7G,38.90420532,-77.03199768,email,EN,7,5,10,6,7,11,8,6,5,10,2,4,6,8,10,12,18,20,22,25,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Often,Never,Often,Very often,Very often,Very often,Often,Very often,Very often,More than once,
2017,F,Molecular Biology And Biochemistry,Never,0,0,NA,NA,NA,NA,1/12/2018 9:26,1/12/2018 9:30,IP Address,129.133.188.134,100,246,TRUE,1/12/2018 9:30,R_0GLGcQyis3fMjx7,41.56230164,-72.65059662,email,EN,7,4,6,5,5,9,7,6,3,4,1,2,3,5,6,7,9,10,12,15,8,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,9,Often,More than once,More than once,Often,Often,Often,Once,Often,Often,Often,
2016,F,Art History,Lybunt,30,2,5/20/2016,6/15/2017,25,Fund for Athletics,1/12/2018 9:21,1/12/2018 9:34,IP Address,176.32.18.214,100,830,TRUE,1/12/2018 9:34,R_xhLHMjnAnf6cKbv,43.14790344,12.10969543,email,EN,5,3,10,4,7,11,8,8,2,10,2,3,5,7,8,10,11,13,14,15,6,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Reject,Reject,10,Often,More than once,Often,Very often,Very often,Very often,Once,Very often,Very often,Often,
2015,M,Neuroscience And Behavior Program,Sybunt,5,1,5/22/2015,5/22/2015,5,Wesleyan Fund - Financial Aid,1/12/2018 9:32,1/12/2018 9:37,IP Address,207.229.184.87,100,256,TRUE,1/12/2018 9:37,R_2xY5UywyIdC0HQC,41.86320496,-87.61979675,email,EN,10,4,8,9,3,12,8,4,7,7,1,3,4,6,7,9,10,12,13,15,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,10,Often,More than once,More than once,More than once,Very often,Often,More than once,More than once,Very often,More than once,
2014,F,Science In Society Program,Never,0,0,NA,NA,NA,NA,1/12/2018 9:36,1/12/2018 9:42,IP Address,66.152.125.105,100,337,TRUE,1/12/2018 9:42,R_SDC3M5YpIVN6eNb,42.40719604,-76.51589966,email,EN,15,10,0,12,0,9,0,0,10,10,0,0,0,0,0,0,0,0,0,0,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Very often,More than once,More than once,More than once,Often,Very often,Often,Very often,Very often,Very often,
2018,F,Psychology,Never,0,0,NA,NA,NA,NA,1/12/2018 9:34,1/12/2018 9:48,IP Address,139.162.98.29,100,849,TRUE,1/12/2018 9:48,R_1q2ouuj6RhLGPKM,35.68499756,139.7514038,email,EN,4,2,9,3,7,7,7,7,2,4,0,0,1,3,5,7,9,11,13,30,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Very often,More than once,More than once,More than once,More than once,Very often,More than once,Very often,Very often,Often,
2014,M,Philosophy,Sybunt,5,1,5/8/2014,5/8/2014,5,Wesleyan Fund - Financial Aid,1/12/2018 9:45,1/12/2018 9:53,IP Address,24.147.19.237,100,482,TRUE,1/12/2018 9:53,R_2B9T5Fsa1P7irfz,42.45860291,-71.35970306,email,EN,7,4,5,8,6,5,3,7,8,3,1,2,3,4,5,6,7,8,9,10,3,Reject,Accept,Accept,Accept,Accept,Accept,Reject,Reject,Reject,Reject,Reject,5,Often,More than once,More than once,More than once,More than once,More than once,Once,More than once,More than once,More than once,
2018,M,Economics,Donor,5,1,10/17/2017,10/17/2017,5,Wesleyan Fund - Financial Aid,1/11/2018 16:09,1/12/2018 10:21,IP Address,129.133.192.109,100,65527,TRUE,1/12/2018 10:21,R_2thUYGQhPZ3Yhdi,41.56230164,-72.65059662,email,EN,1,2,3,3,2,4,5,6,4,5,1,2,3,4,5,5,5,5,5,5,3,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,5,More than once,Never,More than once,More than once,More than once,Often,Often,Often,Often,Often,
2016,M,Government,Lybunt,73.16,2,5/20/2016,3/4/2017,1,Coach's Fund - Tennis,1/12/2018 10:25,1/12/2018 10:33,IP Address,170.212.0.68,100,489,TRUE,1/12/2018 10:33,R_1C8fZe4LBa5xh99,39.95970154,-75.19680023,email,EN,10,5,7,5,5,11,5,2,8,10,0,0,4,5,8,10,13,15,16,18,8,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,8,More than once,More than once,More than once,More than once,More than once,Very often,Often,Often,More than once,More than once,
2015,M,American Studies,Donor,367.8,4,2/17/2015,11/28/2017,20,Wesleyan Sailing Team,1/12/2018 10:23,1/12/2018 10:33,IP Address,38.140.56.154,100,608,TRUE,1/12/2018 10:33,R_2659Txfw9q4JLpc,38.92129517,-77.03859711,email,EN,8,6,8,7,3,10,4,3,6,7,1,2,3,5,8,9,11,12,14,15,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,8,More than once,More than once,More than once,Very often,More than once,Very often,More than once,More than once,Very often,Never,
2018,F,Science In Society Program,Never,0,0,NA,NA,NA,NA,1/12/2018 10:38,1/12/2018 10:45,IP Address,32.210.153.152,100,420,TRUE,1/12/2018 10:45,R_2ygrIwboTMyRBKW,41.54969788,-72.65309906,email,EN,6,3,10,4,8,11,8,8,5,10,2,4,6,8,10,12,14,16,18,20,6,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Once,Often,Often,More than once,Often,More than once,More than once,More than once,More than once,
2013,F,Mathematics,Lybunt,83,4,6/27/2013,4/12/2017,25,Wesleyan Fund - Financial Aid,1/12/2018 10:43,1/12/2018 10:52,IP Address,167.246.60.1,100,514,TRUE,1/12/2018 10:52,R_3KpFOO0VseMVk3N,40.73300171,-74.00779724,email,EN,3,2,1,4,1,2,1,1,8,9,1,2,3,4,5,6,10,11,12,15,8,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,Once,Often,Often,More than once,Once,Often,Often,More than once,
2017,F,Sociology,Lybunt,10,1,3/5/2017,3/5/2017,10,Coach's Fund - Tennis,1/11/2018 15:59,1/12/2018 10:55,IP Address,23.25.199.169,100,68188,TRUE,1/12/2018 10:55,R_2PcWTe0c7BMUOXr,41.71769714,-70.76049805,email,EN,7,5,7,5,5,9,5,5,5,8,1,3,5,6,7,9,10,12,13,15,5,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Often,More than once,More than once,More than once,Very often,Very often,Never,Very often,Once,Often,
2018,F,Physics,Never,0,0,NA,NA,NA,NA,1/12/2018 10:49,1/12/2018 11:00,IP Address,98.2.205.36,100,650,TRUE,1/12/2018 11:00,R_1gOdWa3KYc8yLk9,43.75160217,-70.27929688,email,EN,6,5,8,5,4,11,6,5,5,9,1,3,4,5,7,8,10,10,10,15,5,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,Often,More than once,Often,Very often,Never,Often,Never,Often,
2018,M,Physics,Lybunt,40,1,3/7/2017,3/7/2017,40,"Coach's Fund - Men's Crew, Women's Crew Team",1/11/2018 16:04,1/12/2018 11:01,IP Address,172.72.227.133,100,68216,TRUE,1/12/2018 11:01,R_3en8GG2QsARBAE9,35.21800232,-80.7858963,email,EN,8,5,9,7,5,10,6,6,5,10,1,3,4,6,7,9,10,12,13,15,10,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,More than once,More than once,Often,Very often,Never,Often,Very often,Often,
2014,F,Economics,Sybunt,10,2,12/12/2013,4/7/2015,5,Wesleyan Fund - Financial Aid,1/12/2018 10:50,1/12/2018 11:01,IP Address,165.225.80.71,100,691,TRUE,1/12/2018 11:01,R_bfiMM5rarHV8e65,51.49639893,-0.122406006,email,EN,5,2,10,4,7,9,8,8,2,1,1,3,4,6,7,9,10,12,13,15,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,More than once,More than once,Often,More than once,Never,Often,More than once,More than once,
2017,F,Molecular Biology And Biochemistry,Lybunt,20,1,12/8/2016,12/8/2016,20,Wesleyan Fund - Financial Aid,1/11/2018 17:27,1/12/2018 11:03,IP Address,193.147.150.202,100,63335,TRUE,1/12/2018 11:03,R_3KBbCfjYX5VAZht,40.41650391,-3.702606201,email,EN,5,2,8,4,2,7,7,2,2,10,0,0,0,0,0,7,9,11,13,25,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Reject,Reject,Reject,10,Often,Once,Often,Once,Often,Very often,Once,More than once,Often,Often,
2013,M,Chemistry,Sybunt,18,2,6/27/2013,8/15/2013,7,Wesleyan Fund - Financial Aid,1/12/2018 10:53,1/12/2018 11:06,IP Address,138.16.96.225,100,771,TRUE,1/12/2018 11:06,R_2uyTOPjVp11oQP0,41.82670593,-71.39769745,email,EN,0,0,0,0,0,0,0,0,0,2,2,3,4,6,7,9,10,12,13,15,5,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,4,More than once,Once,Once,More than once,Very often,Often,More than once,Often,More than once,Often,
2016,F,American Studies,Donor,16863.31,5,6/30/2014,12/21/2017,417,Wesleyan Fund,1/12/2018 10:58,1/12/2018 11:07,IP Address,208.84.225.10,100,513,TRUE,1/12/2018 11:07,R_2ccNLPLaj5RVKiA,34.02909851,-118.3992996,email,EN,5,2,10,4,7,9,8,8,2,5,1,3,4,6,7,9,10,12,13,15,4,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,5,More than once,Once,Once,Often,More than once,Very often,More than once,Often,Often,Once,
2015,F,Biology,Sybunt,5,1,4/30/2015,4/30/2015,5,Wesleyan Fund,1/12/2018 9:59,1/12/2018 11:07,IP Address,156.111.107.144,100,4087,TRUE,1/12/2018 11:07,R_2SraHfxtjrloaaT,40.9230957,-73.82460022,email,EN,3,0,0,0,2,3,2,2,1,4,0,1,2,3,4,5,5,8,9,10,10,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,9,More than once,More than once,Often,Once,Often,Very often,Often,Very often,More than once,Very often,
2016,F,English,Sybunt,5,1,5/18/2016,5/18/2016,5,Wesleyan Fund - Financial Aid,1/12/2018 10:59,1/12/2018 11:08,IP Address,24.228.38.179,100,574,TRUE,1/12/2018 11:08,R_1FFIB8wtEewUvns,40.8309021,-73.90699768,email,EN,8,5,7,6,5,10,6,5,5,10,1,2,3,5,5,6,7,8,9,10,1,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,More than once,More than once,Very often,Very often,Very often,More than once,Often,Often,More than once,
2015,F,Environmental Studies,Never,0,0,NA,NA,NA,NA,1/12/2018 10:51,1/12/2018 11:10,IP Address,73.81.121.138,100,1124,TRUE,1/12/2018 11:10,R_CjBASQfks73fQvT,39.95300293,-75.17559814,email,EN,9,6,7,8,4,8,4,3,8,10,2,3,5,6,8,9,11,12,14,15,3,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Often,More than once,More than once,More than once,Often,Often,More than once,Often,More than once,More than once,
2015,M,Government,Sybunt,85.15,2,2/27/2015,6/23/2016,50,Wesleyan Fund - Student Life,1/12/2018 11:05,1/12/2018 11:11,IP Address,68.58.57.122,100,412,TRUE,1/12/2018 11:11,R_1QmYikZXptRc7x9,39.85119629,-86.26509857,email,EN,5,2,10,4,7,9,8,8,4,5,1,2,3,4,5,6,7,8,9,10,5,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Once,Never,More than once,Often,More than once,Often,Often,More than once,More than once,Often,
2014,F,Neuroscience And Behavior Program,Sybunt,10,2,5/15/2014,12/1/2015,5,Wesleyan Fund - Science,1/12/2018 11:08,1/12/2018 11:13,IP Address,165.82.133.102,100,266,TRUE,1/12/2018 11:13,R_11XhY1H8rNmEOfW,40.00700378,-75.31770325,email,EN,6,6,0,7,10,10,8,5,7,10,1,2,5,5,5,5,5,5,5,5,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,Once,More than once,Often,Often,Once,More than once,Once,More than once,
2017,F,Economics,Lybunt,10,1,12/8/2016,3/3/2017,5,Coach's Fund - Track,1/12/2018 11:07,1/12/2018 11:13,IP Address,24.193.76.218,100,385,TRUE,1/12/2018 11:13,R_3R7zHUzYw28JZWN,40.74490356,-73.97820282,email,EN,5,3,7,4,4,4,4,3,2,5,1,2,3,4,6,7,10,12,13,15,5,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,5,Often,More than once,Once,Often,Often,Very often,Very often,Very often,Often,More than once,
2013,F,Sociology,Sybunt,33,4,6/27/2013,12/1/2015,5,Wesleyan Fund - Financial Aid,1/12/2018 11:07,1/12/2018 11:13,IP Address,186.124.187.172,100,358,TRUE,1/12/2018 11:13,R_pEo69VDhLIIcwbn,-31.42500305,-64.17500305,email,EN,3,2,3,3,2,4,3,2,2,2,2,3,4,5,6,7,8,9,10,10,2,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,2,Often,Never,Often,Often,Very often,Often,More than once,Often,Very often,Often,
2014,F,Government,Sybunt,5,1,5/12/2014,5/12/2014,5,Wesleyan Fund - Financial Aid,1/12/2018 9:41,1/12/2018 11:19,IP Address,108.77.84.215,100,5846,TRUE,1/12/2018 11:19,R_e5agbuEwf4HaUg1,35.91329956,-79.15920258,email,EN,5,3,10,4,7,10,8,8,2,5,0,0,1,3,5,7,9,11,13,15,5,Reject,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,5,Often,More than once,More than once,Often,Very often,Very often,More than once,More than once,More than once,More than once,
2013,M,Chemistry,Sybunt,188,4,10/23/2012,4/4/2016,100,Coach's Fund - Men's Wrestling,1/12/2018 11:10,1/12/2018 11:19,IP Address,172.56.44.127,100,550,TRUE,1/12/2018 11:19,R_AFm96qfAC7iuLsd,21.3421936,-157.8374023,email,EN,5,5,10,4,7,9,3,5,2,5,1,3,4,6,7,9,10,12,13,15,4,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,More than once,More than once,More than once,More than once,More than once,Never,More than once,Often,More than once,
2018,F,Economics,Never,0,0,NA,NA,NA,NA,1/12/2018 11:06,1/12/2018 11:20,IP Address,216.10.217.39,100,851,TRUE,1/12/2018 11:20,R_3lsG1zdtcWHhlAp,18,-76.80000305,email,EN,1,1,0,1,0,1,0,0,1,3,2,3,4,5,6,7,8,9,10,11,1,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,Often,Once,More than once,More than once,Very often,Often,Never,More than once,More than once,More than once,
2013,F,Biology,Sybunt,13,2,6/27/2013,8/15/2013,5,Wesleyan Fund - Financial Aid,1/12/2018 11:09,1/12/2018 11:23,IP Address,174.201.2.0,100,860,TRUE,1/12/2018 11:23,R_ZwcVweN4MEDbEI1,40.28649902,-75.29519653,email,EN,0,0,0,0,0,0,0,0,0,5,1,3,4,6,7,9,10,12,13,15,5,Reject,Reject,Reject,Reject,Accept,Accept,Accept,Accept,Accept,Accept,Accept,10,More than once,Never,Never,More than once,Often,Often,More than once,More than once,More than once,Never,
